X;mesto;rbd;HousMembers;Age;NumbRooms;FloorSpace;Conso;ElecYN;Heating;LaveLinge;Clim;LaveVaisselle;Frigo;Freezer;Micronde;Aspirateur;TV;PC;income;Statut;Urban;Loc1;Loc2;Loc3;Loc4;Loc5;Loc6
5704;153;6;4;15;3;78;1001;Yes;0;1;0;0;0;0;0;1;1;0;10118;1;1;0;0;0;0;0;1
5719;153;7;4;16;3;76;701;Yes;0;1;0;0;0;1;0;1;1;0;13842;1;1;0;0;0;0;0;1
5720;153;7;4;16;3;76;701;Yes;0;1;0;0;0;1;0;1;1;0;13842;0;1;0;0;0;0;0;1
5735;153;8;4;17;3;73;1001;Yes;0;1;0;1;1;1;0;1;1;0;42373;1;1;0;0;0;0;0;1
5751;153;9;5;16;3;76;1501;Yes;0;0;0;0;1;0;0;0;1;0;8787;0;1;0;0;0;0;0;1
5778;154;10;2;31;2;52;1501;Yes;0;1;1;0;1;0;1;0;1;0;39248;1;1;0;0;0;0;0;1
5783;154;11;2;31;2;52;501;Yes;0;1;0;0;1;1;0;1;1;0;13186;0;1;0;0;0;0;0;1
5790;154;3;4;31;3;60;901;Yes;0;1;0;0;1;1;0;1;1;0;64429;1;1;0;0;0;0;0;1
5809;154;7;1;31;2;54;701;Yes;0;1;0;0;1;1;0;0;1;0;12979;0;1;0;0;0;0;0;1
5813;155;10;5;52;3;100;2001;Yes;0;1;0;0;1;1;0;1;1;1;47128;0;1;0;0;0;0;0;1
5814;155;10;5;52;3;100;2001;Yes;0;1;0;0;1;1;0;1;1;1;47128;1;1;0;0;0;0;0;1
5855;155;3;4;11;3;80;681;Yes;0;1;0;1;1;1;1;1;1;1;34713;1;1;0;0;0;0;0;1
5857;155;3;4;11;3;80;681;Yes;0;1;0;1;1;1;1;1;1;1;34713;0;1;0;0;0;0;0;1
5873;155;4;4;28;2;60;701;Yes;0;1;0;0;1;1;0;1;1;0;19546;0;1;0;0;0;0;0;1
5887;155;5;2;44;2;60;1501;Yes;0;1;0;0;1;0;0;0;1;0;19096;1;1;0;0;0;0;0;1
5888;155;5;2;44;2;60;1501;Yes;0;1;0;0;1;0;0;0;1;0;19096;0;1;0;0;0;0;0;1
5891;155;6;1;11;6;200;201;Yes;0;1;0;0;1;0;0;1;1;0;21171;1;1;0;0;0;0;0;1
5892;155;7;4;64;2;40;1501;Yes;0;1;0;0;1;1;1;1;1;0;18425;0;1;0;0;0;0;0;1
5908;155;8;4;61;3;100;1201;Yes;0;1;0;0;1;1;1;1;1;0;24507;1;1;0;0;0;0;0;1
5925;155;9;4;62;3;120;201;Yes;0;1;0;0;1;1;0;0;1;0;12300;0;1;0;0;0;0;0;1
5942;156;10;4;8;6;160;1001;Yes;0;1;0;0;1;1;1;1;1;0;48592;1;1;0;0;0;0;0;1
5958;156;2;3;28;3;90;1001;Yes;0;1;0;0;1;1;0;1;2;0;14801;0;1;0;0;0;0;0;1
5969;156;3;4;26;3;90;1201;Yes;0;1;0;0;1;1;0;1;1;0;29073;1;1;0;0;0;0;0;1
5983;156;4;3;40;2;64;1001;Yes;0;1;0;0;1;1;0;0;1;0;10865;1;1;0;0;0;0;0;1
5992;156;5;4;41;2;40;1001;Yes;0;1;0;0;1;1;0;1;1;0;29891;1;1;0;0;0;0;0;1
6018;156;8;4;28;4;72;1501;Yes;0;1;0;0;1;1;0;1;1;1;19663;1;1;0;0;0;0;0;1
6033;157;1;1;102;2;50;301;Yes;0;1;0;0;1;1;0;0;1;0;11236;0;0;0;0;0;0;0;1
6034;157;10;4;50;3;110;501;Yes;0;1;0;0;0;1;0;1;1;0;20566;0;0;0;0;0;0;0;1
6035;157;10;4;50;3;110;501;Yes;0;1;0;0;0;1;0;1;1;0;20566;1;0;0;0;0;0;0;1
6050;157;11;3;35;2;56;1501;Yes;1;1;1;0;1;0;0;1;1;0;36886;1;0;0;0;0;0;0;1
6059;157;2;4;49;3;100;401;Yes;0;1;0;0;1;1;0;2;2;0;18891;1;0;0;0;0;0;0;1
6086;157;6;4;12;3;80;931;Yes;0;1;0;0;1;1;0;1;1;0;16831;0;0;0;0;0;0;0;1
6101;157;7;4;3;3;90;1001;Yes;0;1;0;0;0;0;0;1;1;0;36792;1;0;0;0;0;0;0;1
6119;157;8;7;12;3;80;501;Yes;0;1;0;0;1;1;0;0;1;0;13695;0;0;0;0;0;0;0;1
6170;158;10;2;56;4;90;751;Yes;0;1;0;0;1;1;0;1;1;0;23289;1;0;0;0;0;0;0;1
6177;158;11;5;27;4;128;1201;Yes;1;1;0;0;1;1;0;1;1;0;70583;0;0;0;0;0;0;0;1
6201;158;2;4;7;5;200;1101;Yes;1;1;0;0;1;0;0;1;1;0;28532;1;0;0;0;0;0;0;1
6215;158;3;2;65;1;47;2001;Yes;0;1;0;0;1;1;0;1;1;0;26495;0;0;0;0;0;0;0;1
6219;158;4;5;18;6;270;2701;Yes;0;1;0;0;1;2;1;1;2;0;122547;1;0;0;0;0;0;0;1
6223;158;4;5;18;6;270;2701;Yes;0;1;0;0;1;2;1;1;2;0;122547;0;0;0;0;0;0;0;1
6244;158;5;1;107;3;60;201;Yes;0;1;0;0;1;1;0;1;1;0;25284;0;0;0;0;0;0;0;1
6247;158;8;1;67;3;110;321;Yes;0;1;0;0;1;1;0;1;1;0;12729;0;0;0;0;0;0;0;1
6248;158;9;1;66;2;60;201;Yes;0;1;0;0;1;1;0;1;1;0;3432;0;0;0;0;0;0;0;1
6249;159;1;1;122;3;60;101;Yes;0;0;0;0;0;0;0;0;1;0;4498;0;0;0;0;0;0;0;1
6253;159;11;4;14;3;100;1501;Yes;0;1;0;0;1;1;0;1;1;0;17449;1;0;0;0;0;0;0;1
6268;159;2;3;122;3;60;251;Yes;0;0;0;0;0;0;0;0;1;0;5809;0;0;0;0;0;0;0;1
6278;159;3;6;112;3;70;751;Yes;0;0;0;0;0;0;0;0;1;0;17859;0;0;0;0;0;0;0;1
6313;159;5;2;82;4;60;601;Yes;0;1;0;0;1;1;0;1;1;0;22976;1;0;0;0;0;0;0;1
6314;159;5;2;82;4;60;601;Yes;0;1;0;0;1;1;0;1;1;0;22976;0;0;0;0;0;0;0;1
6318;159;6;2;47;3;60;801;Yes;0;1;0;0;0;1;0;1;1;0;9659;0;0;0;0;0;0;0;1
6322;159;8;1;82;3;65;1351;Yes;0;1;0;0;1;0;0;0;1;0;5350;0;0;0;0;0;0;0;1
6324;16;1;3;77;4;80;1001;Yes;1;1;0;0;0;0;0;1;1;0;22595;1;1;0;0;0;0;0;1
6339;16;11;3;77;3;74;901;Yes;0;1;0;0;0;0;0;1;1;0;31502;1;1;0;0;0;0;0;1
6346;16;2;4;67;2;40;1001;Yes;1;1;0;0;0;0;0;1;1;0;31861;1;1;0;0;0;0;0;1
6363;16;3;5;74;2;40;701;Yes;0;1;0;0;0;0;0;1;1;0;33740;0;1;0;0;0;0;0;1
6364;16;3;5;74;2;40;701;Yes;0;1;0;0;0;0;0;1;1;0;33740;1;1;0;0;0;0;0;1
6436;16;8;1;67;1;28;351;Yes;1;1;0;0;1;0;0;1;1;0;10632;1;1;0;0;0;0;0;1
6437;16;9;3;67;3;35;451;Yes;0;1;0;0;1;0;0;1;1;0;21930;1;1;0;0;0;0;0;1
6450;160;10;1;39;2;60;141;Yes;0;0;0;0;0;0;0;1;1;0;4766;0;1;0;0;0;0;0;1
6452;160;2;3;33;2;55;401;Yes;0;1;0;0;1;1;0;1;1;0;36857;1;1;0;0;0;0;0;1
6461;160;3;2;100;5;100;501;Yes;0;1;0;0;1;1;0;1;1;0;14972;0;1;0;0;0;0;0;1
6465;160;4;4;13;3;70;2501;Yes;0;1;0;0;1;1;1;1;1;0;15715;1;1;0;0;0;0;0;1
6487;160;7;4;22;1;50;1501;Yes;0;1;0;0;1;0;0;1;1;0;20875;1;1;0;0;0;0;0;1
6488;160;7;4;22;1;50;1501;Yes;0;1;0;0;1;0;0;1;1;0;20875;0;1;0;0;0;0;0;1
6503;160;8;5;27;4;80;1001;Yes;0;1;0;0;1;1;0;1;1;0;18272;1;1;0;0;0;0;0;1
6530;161;1;6;54;5;100;601;Yes;1;1;0;0;1;1;0;1;1;0;49197;0;0;0;0;0;0;0;1
6533;161;1;6;54;5;100;601;Yes;1;1;0;0;1;1;0;1;1;0;49197;1;0;0;0;0;0;0;1
6566;161;11;5;102;3;100;801;Yes;0;0;0;0;0;1;0;0;1;0;16879;0;0;0;0;0;0;0;1
6567;161;11;5;102;3;100;801;Yes;0;0;0;0;0;1;0;0;1;0;16879;0;0;0;0;0;0;0;1
6589;161;3;2;102;4;150;13;Yes;1;1;0;1;2;1;0;1;1;0;107055;1;0;0;0;0;0;0;1
6590;161;3;2;102;4;150;13;Yes;1;1;0;1;2;1;0;1;1;0;107055;0;0;0;0;0;0;0;1
6594;161;4;3;51;2;80;301;Yes;0;0;0;0;1;1;0;0;1;0;15827;0;0;0;0;0;0;0;1
6603;161;5;2;51;2;88;31;Yes;0;1;0;0;1;1;0;0;1;0;11965;0;0;0;0;0;0;0;1
6608;161;6;4;13;2;58;801;Yes;0;1;0;0;1;1;0;1;1;0;20143;0;0;0;0;0;0;0;1
6609;161;6;4;13;2;58;801;Yes;0;1;0;0;1;1;0;1;1;0;20143;1;0;0;0;0;0;0;1
6622;161;7;2;17;2;60;1201;Yes;1;1;0;0;0;1;0;1;1;0;22346;1;0;0;0;0;0;0;1
6626;161;8;1;16;3;90;1201;Yes;0;1;0;0;0;1;0;1;1;0;10307;0;0;0;0;0;0;0;1
6630;161;9;4;114;5;130;1501;Yes;1;1;0;0;1;1;0;1;1;0;32773;1;0;0;0;0;0;0;1
6644;162;1;3;34;3;80;701;Yes;0;1;0;0;0;2;0;1;1;0;24237;1;0;0;0;0;0;0;1
6652;162;10;1;52;3;60;151;Yes;0;0;0;0;0;1;0;0;1;0;11857;0;0;0;0;0;0;0;1
6654;162;11;3;15;3;100;1201;Yes;0;1;0;0;1;1;0;1;1;0;41677;1;0;0;0;0;0;0;1
6655;162;11;3;15;3;100;1201;Yes;0;1;0;0;1;1;0;1;1;0;41677;0;0;0;0;0;0;0;1
6663;162;2;4;76;2;40;1101;Yes;0;1;0;0;1;1;0;1;1;0;21452;1;0;0;0;0;0;0;1
6683;162;4;5;92;2;50;551;Yes;0;0;0;0;0;1;0;0;1;0;16725;0;0;0;0;0;0;0;1
6712;162;7;2;72;5;105;771;Yes;0;0;0;0;1;0;0;1;1;0;28313;0;0;0;0;0;0;0;1
6717;162;8;2;72;3;70;1001;Yes;1;1;0;0;1;1;0;0;1;0;17531;1;0;0;0;0;0;0;1
6720;162;9;4;52;2;63;1501;Yes;1;0;0;0;1;1;0;1;1;0;26169;0;0;0;0;0;0;0;1
6737;163;1;2;102;3;90;501;Yes;0;1;0;0;1;1;0;1;1;0;15960;0;1;0;0;0;0;0;1
6740;163;10;4;52;2;60;601;Yes;0;1;0;0;1;1;0;1;1;1;9258;0;1;0;0;0;0;0;1
6742;163;10;4;52;2;60;601;Yes;0;1;0;0;1;1;0;1;1;1;9258;0;1;0;0;0;0;0;1
6757;163;2;4;50;3;50;2001;Yes;1;1;0;0;1;1;0;1;1;0;15429;0;1;0;0;0;0;0;1
6773;163;3;5;24;4;100;2501;Yes;0;1;1;1;1;1;1;1;2;1;51000;0;1;0;0;0;0;0;1
6798;163;4;4;31;3;65;851;Yes;0;1;0;0;1;1;0;1;1;0;16880;1;1;0;0;0;0;0;1
6814;163;5;1;50;1;50;1001;Yes;1;1;0;0;1;0;0;1;1;0;8291;0;1;0;0;0;0;0;1
6815;163;6;1;17;5;100;1001;Yes;0;1;0;0;1;1;1;1;1;1;16818;0;1;0;0;0;0;0;1
6816;163;7;2;100;2;50;3001;Yes;1;1;0;0;1;1;0;1;1;0;20334;0;1;0;0;0;0;0;1
6824;163;9;2;102;2;60;201;Yes;1;0;0;0;1;0;0;1;1;0;9034;0;1;0;0;0;0;0;1
6828;164;1;2;37;3;70;1001;Yes;0;1;0;0;1;1;0;1;1;0;17253;0;1;0;0;0;0;0;1
6829;164;1;2;37;3;70;1001;Yes;0;1;0;0;1;1;0;1;1;0;17253;0;1;0;0;0;0;0;1
6832;164;10;2;25;2;72;851;Yes;0;1;0;0;1;1;0;1;1;0;20020;1;1;0;0;0;0;0;1
6836;164;11;3;30;2;60;701;Yes;0;1;0;0;1;1;0;1;1;0;13236;0;1;0;0;0;0;0;1
6846;164;2;2;37;2;50;901;Yes;0;1;0;0;1;1;0;1;1;0;38366;0;1;0;0;0;0;0;1
6850;164;3;3;32;4;100;1501;Yes;0;1;0;0;1;1;0;1;1;1;32657;0;1;0;0;0;0;0;1
6863;164;5;4;31;4;90;951;Yes;0;1;0;0;1;0;0;1;0;0;26413;0;1;0;0;0;0;0;1
6878;164;6;2;22;3;40;1501;Yes;0;1;0;0;1;1;0;1;1;0;18496;1;1;0;0;0;0;0;1
6883;164;7;4;21;3;90;601;Yes;0;1;0;0;1;0;0;0;1;0;16024;0;1;0;0;0;0;0;1
6884;164;7;4;21;3;90;601;Yes;0;1;0;0;1;0;0;0;1;0;16024;1;1;0;0;0;0;0;1
6899;164;8;2;20;2;80;1501;Yes;1;1;0;0;1;1;0;1;1;0;16413;0;1;0;0;0;0;0;1
6902;164;9;5;25;3;78;2501;Yes;0;1;0;0;1;1;0;1;1;1;6148;1;1;0;0;0;0;0;1
6928;165;1;3;10;2;60;1201;Yes;0;0;0;0;1;1;0;0;1;0;1471;0;1;0;0;0;0;0;1
6937;165;10;3;10;4;112;801;Yes;0;1;0;0;1;1;0;1;1;1;15016;1;1;0;0;0;0;0;1
6945;165;11;5;22;3;80;1001;Yes;0;1;0;0;1;1;0;1;1;0;24036;1;1;0;0;0;0;0;1
6947;165;11;5;22;3;80;1001;Yes;0;1;0;0;1;1;0;1;1;0;24036;0;1;0;0;0;0;0;1
6970;165;2;1;78;1;36;501;Yes;0;1;0;0;1;1;0;1;1;0;14172;0;1;0;0;0;0;0;1
6985;165;6;4;22;2;46;1401;Yes;0;1;0;0;1;1;0;1;1;0;29156;1;1;0;0;0;0;0;1
7003;165;9;4;27;3;84;1101;Yes;0;1;0;0;1;1;0;1;1;0;24396;1;1;0;0;0;0;0;1
7020;166;1;2;37;3;52;1701;Yes;1;1;0;0;1;1;0;0;1;0;15798;1;0;0;0;0;0;0;1
7024;166;10;2;19;4;66;271;Yes;0;0;0;0;0;1;0;0;1;0;9647;1;0;0;0;0;0;0;1
7028;166;11;4;22;6;86;701;Yes;0;1;0;0;1;1;0;1;1;0;20958;1;0;0;0;0;0;0;1
7044;166;2;2;23;4;72;401;Yes;0;1;0;0;1;1;0;1;1;0;22654;0;0;0;0;0;0;0;1
7049;166;4;4;22;3;50;1401;Yes;0;1;0;0;1;1;0;0;1;0;20213;1;0;0;0;0;0;0;1
7066;166;5;3;52;2;42;701;Yes;0;1;0;0;1;1;1;1;1;0;15698;1;0;0;0;0;0;0;1
7073;166;6;3;20;6;98;601;Yes;0;1;0;0;1;1;0;1;1;0;19901;1;0;0;0;0;0;0;1
7086;166;8;4;33;5;72;701;Yes;0;0;0;0;1;1;0;0;1;0;15024;1;0;0;0;0;0;0;1
7102;166;9;3;24;4;68;801;Yes;0;1;0;0;1;1;0;1;1;0;25826;1;0;0;0;0;0;0;1
7116;167;10;3;82;5;150;901;Yes;0;1;0;0;1;1;0;1;2;0;25850;1;1;0;0;0;0;0;1
