X;mesto;rbd;HousMembers;Age;NumbRooms;FloorSpace;Conso;ElecYN;Heating;LaveLinge;Clim;LaveVaisselle;Frigo;Freezer;Micronde;Aspirateur;TV;PC;income;Statut;Urban;Loc1;Loc2;Loc3;Loc4;Loc5;Loc6
45160;44;8;6;52;2;50;1501;Yes;1;1;0;0;1;1;0;1;2;0;30698;1;1;0;0;0;0;0;1
45165;44;8;6;52;2;50;1501;Yes;1;1;0;0;1;1;0;1;2;0;30698;0;1;0;0;0;0;0;1
45196;44;9;3;52;1;28;1501;Yes;0;1;0;0;0;1;0;1;1;0;9404;1;1;0;0;0;0;0;1
45205;440;1;2;44;2;80;151;Yes;0;0;0;0;1;1;0;0;0;0;7382;0;0;0;0;0;0;0;1
45209;440;10;2;82;2;48;301;Yes;0;0;0;0;1;1;0;0;1;0;18859;0;0;0;0;0;0;0;1
45210;440;10;2;82;2;48;301;Yes;0;0;0;0;1;1;0;0;1;0;18859;0;0;0;0;0;0;0;1
45214;440;11;3;72;2;45;201;Yes;0;1;0;0;1;1;0;0;1;0;13813;0;0;0;0;0;0;0;1
45215;440;11;3;72;2;45;201;Yes;0;1;0;0;1;1;0;0;1;0;13813;1;0;0;0;0;0;0;1
45222;440;2;5;52;3;60;401;Yes;0;1;0;0;1;1;0;0;1;0;15463;0;0;0;0;0;0;0;1
45223;440;2;5;52;3;60;401;Yes;0;1;0;0;1;1;0;0;1;0;15463;0;0;0;0;0;0;0;1
45247;440;3;1;40;4;70;601;Yes;0;1;0;0;1;1;0;0;1;0;7165;0;0;0;0;0;0;0;1
45248;440;4;2;62;2;50;501;Yes;0;1;0;0;1;1;0;0;1;0;9249;0;0;0;0;0;0;0;1
45252;440;5;1;14;3;48;501;Yes;0;1;0;0;1;0;0;1;1;0;12639;0;0;0;0;0;0;0;1
45254;440;6;4;35;3;100;601;Yes;0;1;0;0;0;0;0;1;1;0;20015;1;0;0;0;0;0;0;1
45269;440;7;2;37;2;48;501;Yes;0;0;1;0;1;1;0;1;1;0;14405;0;0;0;0;0;0;0;1
45273;440;8;2;76;2;56;151;Yes;0;1;0;0;1;1;0;0;1;0;11497;0;0;0;0;0;0;0;1
45277;440;9;2;31;3;60;501;Yes;0;1;0;0;1;1;0;1;1;0;25330;1;0;0;0;0;0;0;1
45278;440;9;2;31;3;60;501;Yes;0;1;0;0;1;1;0;1;1;0;25330;0;0;0;0;0;0;0;1
45282;441;10;4;11;2;60;1051;Yes;0;1;0;0;1;1;0;1;1;0;24818;0;1;0;0;0;0;0;1
45283;441;10;4;11;2;60;1051;Yes;0;1;0;0;1;1;0;1;1;0;24818;1;1;0;0;0;0;0;1
45298;441;11;3;22;2;40;501;Yes;0;1;0;0;1;1;0;1;1;0;25537;1;1;0;0;0;0;0;1
45299;441;11;3;22;2;40;501;Yes;0;1;0;0;1;1;0;1;1;0;25537;0;1;0;0;0;0;0;1
45307;441;2;3;37;4;70;701;Yes;0;1;0;0;1;1;0;1;1;0;27872;0;1;0;0;0;0;0;1
45320;441;3;6;29;2;35;801;Yes;0;0;0;0;0;0;0;0;0;0;34245;1;1;0;0;0;0;0;1
45358;441;5;4;20;3;72;1301;Yes;0;1;0;0;1;1;0;1;2;1;14322;0;1;0;0;0;0;0;1
45359;441;5;4;20;3;72;1301;Yes;0;1;0;0;1;1;0;1;2;1;14322;1;1;0;0;0;0;0;1
45372;441;6;2;18;2;70;301;Yes;0;1;0;0;1;1;0;1;1;0;18668;1;1;0;0;0;0;0;1
45373;441;6;2;18;2;70;301;Yes;0;1;0;0;1;1;0;1;1;0;18668;0;1;0;0;0;0;0;1
45379;441;7;5;17;2;65;701;Yes;0;1;0;0;1;1;0;1;1;0;37148;1;1;0;0;0;0;0;1
45401;441;8;9;21;6;186;2801;Yes;0;2;0;0;2;1;0;1;2;0;34706;1;1;0;0;0;0;0;1
45483;441;9;2;20;2;45;201;Yes;0;1;0;0;1;1;0;1;1;0;11027;0;1;0;0;0;0;0;1
45489;442;1;5;30;2;50;651;Yes;0;1;0;0;1;1;0;1;1;0;39424;0;0;0;0;0;0;0;1
45511;442;10;6;32;4;65;501;Yes;0;1;0;0;2;1;0;1;1;0;33581;1;0;0;0;0;0;0;1
45548;442;11;8;40;2;65;1501;Yes;0;1;0;0;1;1;0;1;1;0;59331;0;0;0;0;0;0;0;1
45611;442;2;1;7;2;35;301;Yes;0;1;0;0;1;1;0;0;1;0;13194;0;0;0;0;0;0;0;1
45618;442;5;4;4;3;56;701;Yes;0;0;0;0;1;0;0;1;1;0;27814;0;0;0;0;0;0;0;1
45633;442;6;2;36;1;43;351;Yes;0;1;0;0;1;1;0;1;1;0;32202;1;0;0;0;0;0;0;1
45637;442;7;1;36;1;42;401;Yes;0;0;0;0;1;0;0;1;1;0;13293;1;0;0;0;0;0;0;1
45639;442;8;3;31;3;36;1213;Yes;0;1;0;0;1;1;0;0;1;0;26503;0;0;0;0;0;0;0;1
45640;442;8;3;31;3;36;1213;Yes;0;1;0;0;1;1;0;0;1;0;26503;1;0;0;0;0;0;0;1
45647;442;9;2;77;2;35;501;Yes;0;1;0;0;1;0;0;0;1;0;16563;0;0;0;0;0;0;0;1
45651;443;1;4;6;2;35;1251;Yes;0;1;0;0;1;1;0;1;1;0;19784;1;1;0;0;0;0;0;1
45654;443;1;4;6;2;35;1251;Yes;0;1;0;0;1;1;0;1;1;0;19784;0;1;0;0;0;0;0;1
45667;443;10;5;25;3;60;801;Yes;0;1;0;0;1;1;0;1;1;0;31274;1;1;0;0;0;0;0;1
45669;443;10;5;25;3;60;801;Yes;0;1;0;0;1;1;0;1;1;0;31274;0;1;0;0;0;0;0;1
45692;443;11;4;11;3;50;401;Yes;0;1;0;0;1;1;0;1;1;0;15162;1;1;0;0;0;0;0;1
45709;443;2;4;16;2;45;545;Yes;0;0;0;0;1;0;0;1;1;0;12630;0;1;0;0;0;0;0;1
45711;443;2;4;16;2;45;545;Yes;0;0;0;0;1;0;0;1;1;0;12630;1;1;0;0;0;0;0;1
45730;443;3;8;12;2;60;2901;Yes;1;0;0;0;1;0;0;0;1;0;16411;1;1;0;0;0;0;0;1
45792;443;4;6;15;3;90;1101;Yes;0;1;0;0;1;1;0;1;1;0;30557;1;1;0;0;0;0;0;1
45834;443;6;4;3;2;60;701;Yes;0;1;0;0;1;1;0;1;1;0;24549;1;1;0;0;0;0;0;1
45854;443;8;4;13;3;54;601;Yes;0;1;0;0;1;1;0;1;1;0;14990;1;1;0;0;0;0;0;1
45871;443;9;3;12;2;63;1320;Yes;0;1;0;0;0;0;0;1;1;0;11803;1;1;0;0;0;0;0;1
45879;444;1;4;19;3;63;1401;Yes;0;0;0;0;0;1;0;0;1;0;22444;0;0;0;0;0;0;0;1
45880;444;1;4;19;3;63;1401;Yes;0;0;0;0;0;1;0;0;1;0;22444;0;0;0;0;0;0;0;1
45894;444;10;3;18;2;54;401;Yes;0;1;0;0;1;0;0;1;1;0;13924;1;0;0;0;0;0;0;1
45895;444;10;3;18;2;54;401;Yes;0;1;0;0;1;0;0;1;1;0;13924;0;0;0;0;0;0;0;1
45903;444;11;2;67;1;56;771;Yes;0;1;0;0;3;1;0;1;1;0;11954;0;0;0;0;0;0;0;1
45907;444;2;1;13;2;42;701;Yes;0;1;0;0;1;1;0;1;1;0;16246;0;0;0;0;0;0;0;1
45908;444;3;2;17;3;42;201;Yes;0;0;0;0;0;1;0;0;0;0;12917;0;0;0;0;0;0;0;1
45912;444;4;1;27;1;25;201;Yes;0;0;0;0;1;1;0;0;1;0;12236;0;0;0;0;0;0;0;1
45913;444;5;3;32;2;30;181;Yes;0;0;0;0;0;1;0;0;1;0;17556;0;0;0;0;0;0;0;1
45922;444;6;2;31;3;42;501;Yes;0;1;0;0;1;0;0;0;1;0;17918;1;0;0;0;0;0;0;1
45923;444;6;2;31;3;42;501;Yes;0;1;0;0;1;0;0;0;1;0;17918;0;0;0;0;0;0;0;1
45927;444;8;4;79;2;32;601;Yes;0;1;0;0;1;1;0;0;1;0;15024;1;0;0;0;0;0;0;1
45928;444;8;4;79;2;32;601;Yes;0;1;0;0;1;1;0;0;1;0;15024;0;0;0;0;0;0;0;1
45930;444;8;4;79;2;32;601;Yes;0;1;0;0;1;1;0;0;1;0;15024;0;0;0;0;0;0;0;1
45943;444;9;1;56;2;30;101;Yes;0;0;0;0;1;0;0;0;0;0;6495;0;0;0;0;0;0;0;1
45947;445;1;4;21;3;72;351;Yes;0;1;0;0;1;1;0;1;1;0;14593;1;1;0;0;0;0;0;1
45960;445;10;2;22;2;62;1001;Yes;0;1;0;1;1;1;0;1;2;0;23298;1;1;0;0;0;0;0;1
45964;445;11;3;22;2;60;1501;Yes;1;1;0;0;1;0;0;1;1;0;16313;1;1;0;0;0;0;0;1
45974;445;2;4;5;3;72;1001;Yes;1;1;0;0;1;1;0;1;2;0;29441;1;1;0;0;0;0;0;1
45990;445;4;1;21;1;35;201;Yes;1;1;0;0;1;0;0;1;1;0;10991;1;1;0;0;0;0;0;1
45991;445;5;3;21;2;38;1001;Yes;1;1;0;0;1;1;0;1;1;0;21721;0;1;0;0;0;0;0;1
45993;445;5;3;21;2;38;1001;Yes;1;1;0;0;1;1;0;1;1;0;21721;1;1;0;0;0;0;0;1
46000;445;6;5;23;3;72;2701;Yes;0;1;0;0;1;1;0;1;1;0;26813;0;1;0;0;0;0;0;1
46002;445;6;5;23;3;72;2701;Yes;0;1;0;0;1;1;0;1;1;0;26813;1;1;0;0;0;0;0;1
46027;445;7;4;23;2;50;3001;Yes;1;1;0;0;1;0;0;1;1;1;32534;1;1;0;0;0;0;0;1
46041;445;8;3;4;1;42;401;Yes;1;1;0;0;1;1;0;1;1;0;20121;1;1;0;0;0;0;0;1
46051;445;9;2;4;1;28;1501;Yes;1;1;0;0;1;1;0;1;1;0;23874;1;1;0;0;0;0;0;1
46054;446;1;4;21;3;78;3001;Yes;0;1;0;1;1;1;1;1;1;1;74760;1;0;0;0;0;0;0;1
46055;446;1;4;21;3;78;3001;Yes;0;1;0;1;1;1;1;1;1;1;74760;0;0;0;0;0;0;0;1
46070;446;10;2;43;2;42;121;Yes;0;1;0;0;1;0;0;1;1;0;15323;0;0;0;0;0;0;0;1
46074;446;11;7;26;4;78;601;Yes;0;1;0;0;1;1;0;1;0;0;31957;1;0;0;0;0;0;0;1
46076;446;11;7;26;4;78;601;Yes;0;1;0;0;1;1;0;1;0;0;31957;0;0;0;0;0;0;0;1
46123;446;2;2;11;2;43;161;Yes;0;0;0;0;1;1;0;1;1;0;13432;0;0;0;0;0;0;0;1
46124;446;2;2;11;2;43;161;Yes;0;0;0;0;1;1;0;1;1;0;13432;0;0;0;0;0;0;0;1
46127;446;3;2;82;1;48;1;Yes;0;0;0;0;1;1;0;0;1;0;18463;0;0;0;0;0;0;0;1
46131;446;4;3;50;2;45;201;Yes;0;0;0;0;0;1;0;0;1;0;18635;0;0;0;0;0;0;0;1
46133;446;4;3;50;2;45;201;Yes;0;0;0;0;0;1;0;0;1;0;18635;1;0;0;0;0;0;0;1
46140;446;5;2;104;2;56;201;Yes;0;0;0;0;1;0;0;0;1;0;11713;0;0;0;0;0;0;0;1
46141;446;5;2;104;2;56;201;Yes;0;0;0;0;1;0;0;0;1;0;11713;0;0;0;0;0;0;0;1
46144;446;6;2;22;2;56;1101;Yes;0;1;0;0;1;1;0;1;1;0;8902;0;0;0;0;0;0;0;1
46148;446;7;3;19;1;32;381;Yes;0;0;0;0;1;1;0;1;1;0;23280;0;0;0;0;0;0;0;1
46157;446;8;1;20;2;52;361;Yes;0;1;0;0;1;0;0;1;1;0;13024;1;0;0;0;0;0;0;1
46158;446;9;3;21;2;50;524;Yes;0;1;0;0;1;1;0;1;1;0;18977;0;0;0;0;0;0;0;1
46159;446;9;3;21;2;50;524;Yes;0;1;0;0;1;1;0;1;1;0;18977;1;0;0;0;0;0;0;1
46174;447;11;5;10;1;30;121;Yes;0;0;0;0;0;1;0;0;1;0;19741;1;0;0;0;0;0;0;1
46198;447;3;3;40;2;42;401;Yes;0;0;0;0;1;1;0;0;1;0;24216;0;0;0;0;0;0;0;1
46210;447;6;4;45;2;43;201;Yes;0;0;0;0;0;0;0;0;0;0;25418;1;0;0;0;0;0;0;1
46241;448;11;4;15;1;35;2001;Yes;1;1;0;0;1;1;0;1;1;0;16782;1;1;0;0;0;0;0;1
46257;448;2;3;9;2;60;401;Yes;0;1;0;0;1;1;0;0;1;0;13538;1;1;0;0;0;0;0;1
46267;448;3;4;21;2;72;1001;Yes;0;0;0;0;1;1;0;1;1;0;24171;1;1;0;0;0;0;0;1
46282;448;4;4;32;2;50;401;Yes;1;1;0;0;1;1;0;1;1;0;21908;0;1;0;0;0;0;0;1
46300;448;5;3;27;1;36;601;Yes;0;1;0;0;1;1;0;1;1;0;13352;0;1;0;0;0;0;0;1
46308;448;6;5;33;1;30;301;Yes;0;1;0;0;1;0;0;0;1;0;24356;0;1;0;0;0;0;0;1
46332;448;7;2;32;1;12;851;Yes;1;0;0;0;1;0;0;1;1;0;7534;1;1;0;0;0;0;0;1
46337;448;8;3;36;1;50;1;Yes;1;1;0;0;1;1;0;1;1;0;28130;1;1;0;0;0;0;0;1
46346;448;9;6;24;2;50;751;Yes;0;1;0;0;1;0;0;1;1;0;26291;1;1;0;0;0;0;0;1
46383;449;1;3;35;2;56;1501;Yes;1;1;0;0;1;1;0;1;1;0;22560;1;1;0;0;0;0;0;1
46392;449;10;5;30;2;56;1;Yes;0;1;0;0;1;1;0;1;1;0;16641;0;1;0;0;0;0;0;1
46416;449;11;4;35;3;70;701;Yes;0;1;0;0;0;0;0;1;1;0;18746;1;1;0;0;0;0;0;1
46431;449;2;5;37;1;36;1;Yes;1;1;0;0;1;1;0;1;1;0;22950;1;1;0;0;0;0;0;1
46460;449;4;4;37;1;36;401;Yes;0;1;0;0;1;1;0;1;1;0;13732;1;1;0;0;0;0;0;1
46474;449;5;5;37;2;54;401;Yes;0;1;0;0;1;1;0;1;1;0;14608;1;1;0;0;0;0;0;1
46501;449;6;4;37;1;38;1001;Yes;1;1;0;0;1;0;0;1;1;0;13997;0;1;0;0;0;0;0;1
46514;449;7;4;37;2;55;1;Yes;0;1;0;0;1;1;0;1;1;0;15736;1;1;0;0;0;0;0;1
46531;449;9;4;20;3;61;901;Yes;0;1;0;1;1;1;0;1;2;1;36931;1;1;0;0;0;0;0;1
46533;449;9;4;20;3;61;901;Yes;0;1;0;1;1;1;0;1;2;1;36931;0;1;0;0;0;0;0;1
46548;45;1;4;28;2;46;1201;Yes;1;1;0;0;0;1;0;1;1;0;20412;1;1;0;0;0;0;0;1
46563;45;10;3;29;2;47;2401;Yes;1;1;0;0;0;0;0;1;1;0;30965;1;1;0;0;0;0;0;1
46572;45;11;1;31;1;36;1201;Yes;1;1;0;0;1;0;0;0;0;0;1135;0;1;0;0;0;0;0;1
46575;45;3;2;27;1;36;1001;Yes;1;1;0;0;1;1;0;1;1;0;19361;1;1;0;0;0;0;0;1
46578;45;4;1;30;2;52;2501;Yes;1;1;0;0;1;1;0;1;1;0;12659;0;1;0;0;0;0;0;1
46580;45;5;2;27;1;42;625;Yes;1;1;0;0;0;0;0;1;1;0;12642;1;1;0;0;0;0;0;1
46585;45;6;4;30;1;36;1301;Yes;1;1;0;0;1;0;0;0;1;0;22358;0;1;0;0;0;0;0;1
46599;45;7;2;30;2;52;1001;Yes;1;1;0;0;1;0;0;1;1;0;20191;0;1;0;0;0;0;0;1
46600;45;7;2;30;2;52;1001;Yes;1;1;0;0;1;0;0;1;1;0;20191;1;1;0;0;0;0;0;1
46603;45;8;3;30;2;45;1351;Yes;1;1;0;0;1;1;0;1;1;0;20972;1;1;0;0;0;0;0;1
46605;45;8;3;30;2;45;1351;Yes;1;1;0;0;1;1;0;1;1;0;20972;0;1;0;0;0;0;0;1
46612;45;9;2;30;1;22;701;Yes;1;0;0;0;1;0;0;0;0;0;18638;0;1;0;0;0;0;0;1
46625;450;10;5;4;3;90;701;Yes;0;1;0;0;1;1;0;1;1;0;21916;1;0;0;0;0;0;0;1
46650;450;11;5;31;2;70;801;Yes;0;1;0;0;1;1;0;1;1;0;20034;1;0;0;0;0;0;0;1
46676;450;3;2;23;2;57;281;Yes;0;0;0;0;1;1;0;0;1;0;13957;1;0;0;0;0;0;0;1
46680;450;4;5;27;2;60;1;Yes;0;1;0;0;1;1;0;1;1;0;25986;1;0;0;0;0;0;0;1
46709;450;5;7;31;3;65;601;Yes;0;1;0;0;1;1;0;1;1;0;41203;1;0;0;0;0;0;0;1
46759;450;7;4;17;3;70;1901;Yes;1;1;0;0;1;1;0;1;1;1;22404;1;0;0;0;0;0;0;1
46788;451;1;7;17;3;80;1001;Yes;0;1;0;0;1;1;0;1;1;0;51822;0;0;0;0;0;0;0;1
46793;451;1;7;17;3;80;1001;Yes;0;1;0;0;1;1;0;1;1;0;51822;0;0;0;0;0;0;0;1
46836;451;10;4;12;3;80;1201;Yes;0;1;0;0;1;1;0;1;1;0;22956;1;0;0;0;0;0;0;1
46837;451;10;4;12;3;80;1201;Yes;0;1;0;0;1;1;0;1;1;0;22956;0;0;0;0;0;0;0;1
46838;451;10;4;12;3;80;1201;Yes;0;1;0;0;1;1;0;1;1;0;22956;0;0;0;0;0;0;0;1
46852;451;11;4;12;6;90;1001;Yes;0;1;0;0;2;1;0;1;2;0;28546;1;0;0;0;0;0;0;1
46870;451;2;5;16;4;80;1001;Yes;0;1;0;0;1;1;0;1;1;0;31345;0;0;0;0;0;0;0;1
46894;451;3;2;36;3;43;401;Yes;0;1;0;0;1;1;0;1;1;0;19056;0;0;0;0;0;0;0;1
46897;451;4;2;77;3;56;501;Yes;0;0;0;0;0;0;0;1;0;0;17355;0;0;0;0;0;0;0;1
46901;451;5;2;42;4;63;401;Yes;0;1;0;0;1;1;0;0;1;0;16237;0;0;0;0;0;0;0;1
46905;451;6;2;31;3;52;501;Yes;0;1;0;0;1;1;0;1;1;0;15088;1;0;0;0;0;0;0;1
46909;451;7;3;37;3;72;1601;Yes;0;1;0;0;1;1;0;1;1;0;30811;1;0;0;0;0;0;0;1
46918;451;8;5;5;5;128;2001;Yes;1;1;0;0;0;1;0;1;2;0;21631;1;0;0;0;0;0;0;1
46943;451;9;4;12;2;75;801;Yes;0;1;0;0;1;1;0;1;1;0;12018;1;0;0;0;0;0;0;1
46960;452;1;4;31;2;40;801;Yes;0;2;0;0;1;1;0;1;1;0;35429;1;1;0;0;0;0;0;1
46979;452;11;6;25;3;50;1;Yes;0;1;0;0;1;1;0;1;1;0;26110;1;1;0;0;0;0;0;1
46980;452;11;6;25;3;50;1;Yes;0;1;0;0;1;1;0;1;1;0;26110;0;1;0;0;0;0;0;1
47016;452;3;4;24;6;135;1;Yes;0;1;0;0;1;1;0;1;1;0;34225;1;1;0;0;0;0;0;1
47033;452;4;2;30;2;20;801;Yes;0;1;0;0;1;0;0;1;1;0;9413;0;1;0;0;0;0;0;1
47036;452;5;1;82;1;15;201;Yes;0;0;0;0;0;0;0;1;1;0;6392;1;1;0;0;0;0;0;1
47042;452;7;4;26;3;55;871;Yes;0;1;0;0;1;1;0;1;2;1;32821;1;1;0;0;0;0;0;1
47059;452;8;4;29;3;45;451;Yes;0;1;0;0;1;1;0;1;1;1;26637;1;1;0;0;0;0;0;1
47073;452;9;3;30;3;52;401;Yes;0;1;0;0;1;1;0;1;2;0;16388;1;1;0;0;0;0;0;1
47075;452;9;3;30;3;52;401;Yes;0;1;0;0;1;1;0;1;2;0;16388;0;1;0;0;0;0;0;1
47082;453;1;5;18;4;60;1;Yes;0;1;0;0;1;1;0;1;1;0;32715;1;0;0;0;0;0;0;1
47083;453;1;5;18;4;60;1;Yes;0;1;0;0;1;1;0;1;1;0;32715;0;0;0;0;0;0;0;1
47107;453;10;6;32;3;42;151;Yes;0;1;0;0;1;1;0;1;1;0;34485;0;0;0;0;0;0;0;1
47143;453;11;4;16;3;50;601;Yes;0;0;0;0;0;1;0;0;1;0;21662;0;0;0;0;0;0;0;1
47161;453;2;5;38;3;60;1001;Yes;1;1;0;0;1;1;0;1;1;0;14687;1;0;0;0;0;0;0;1
47185;453;4;5;32;3;50;501;Yes;0;1;0;0;1;1;0;1;1;0;58059;0;0;0;0;0;0;0;1
47186;453;4;5;32;3;50;501;Yes;0;1;0;0;1;1;0;1;1;0;58059;1;0;0;0;0;0;0;1
47188;453;4;5;32;3;50;501;Yes;0;1;0;0;1;1;0;1;1;0;58059;0;0;0;0;0;0;0;1
47215;453;7;4;46;4;60;501;Yes;0;0;0;0;1;0;0;1;1;0;28088;0;0;0;0;0;0;0;1
47218;453;7;4;46;4;60;501;Yes;0;0;0;0;1;0;0;1;1;0;28088;0;0;0;0;0;0;0;1
47231;453;8;5;46;3;56;301;Yes;0;1;0;0;1;1;0;1;1;0;37272;0;0;0;0;0;0;0;1
47232;453;8;5;46;3;56;301;Yes;0;1;0;0;1;1;0;1;1;0;37272;0;0;0;0;0;0;0;1
47234;453;8;5;46;3;56;301;Yes;0;1;0;0;1;1;0;1;1;0;37272;0;0;0;0;0;0;0;1
47256;453;9;3;34;3;48;201;Yes;0;0;0;0;1;0;0;0;1;0;23849;0;0;0;0;0;0;0;1
47265;454;1;3;21;3;35;301;Yes;0;0;0;0;1;0;0;1;1;0;12529;0;0;0;0;0;0;0;1
47266;454;1;3;21;3;35;301;Yes;0;0;0;0;1;0;0;1;1;0;12529;1;0;0;0;0;0;0;1
47274;454;10;6;39;3;50;601;Yes;0;1;0;0;1;1;0;1;1;0;32991;0;0;0;0;0;0;0;1
47278;454;10;6;39;3;50;601;Yes;0;1;0;0;1;1;0;1;1;0;32991;1;0;0;0;0;0;0;1
47312;454;11;5;39;3;54;201;Yes;0;1;0;0;1;0;0;1;1;0;33049;0;0;0;0;0;0;0;1
47314;454;11;5;39;3;54;201;Yes;0;1;0;0;1;0;0;1;1;0;33049;1;0;0;0;0;0;0;1
47342;454;3;6;19;3;52;801;Yes;0;1;0;0;1;1;0;1;1;0;28073;0;0;0;0;0;0;0;1
47343;454;3;6;19;3;52;801;Yes;0;1;0;0;1;1;0;1;1;0;28073;1;0;0;0;0;0;0;1
47344;454;3;6;19;3;52;801;Yes;0;1;0;0;1;1;0;1;1;0;28073;0;0;0;0;0;0;0;1
47379;454;5;1;57;2;32;221;Yes;0;0;0;0;1;0;0;0;1;0;10630;0;0;0;0;0;0;0;1
47382;454;7;8;37;4;60;191;Yes;0;0;0;0;0;1;0;0;1;0;14775;0;0;0;0;0;0;0;1
47445;454;8;3;37;3;54;331;Yes;0;0;0;0;1;1;0;1;1;0;41018;1;0;0;0;0;0;0;1
47447;454;8;3;37;3;54;331;Yes;0;0;0;0;1;1;0;1;1;0;41018;0;0;0;0;0;0;0;1
47454;454;9;2;7;2;32;151;Yes;0;0;0;0;1;1;0;0;1;0;40707;0;0;0;0;0;0;0;1
47459;455;1;8;58;2;40;301;Yes;0;0;0;0;1;0;0;1;1;0;21995;0;0;0;0;0;0;0;1
47523;455;10;7;37;2;36;151;Yes;0;0;0;0;1;0;0;1;1;0;16429;0;0;0;0;0;0;0;1
47572;455;11;4;7;2;56;201;Yes;0;0;0;0;1;0;0;1;1;0;32736;0;0;0;0;0;0;0;1
47587;455;2;4;32;2;38;101;Yes;0;0;0;0;0;0;0;0;1;0;24627;0;0;0;0;0;0;0;1
47603;455;3;2;32;1;22;151;Yes;0;0;0;0;1;0;0;0;1;0;12126;0;0;0;0;0;0;0;1
47608;455;4;6;40;2;32;151;Yes;0;0;0;0;0;0;0;1;1;0;11581;0;0;0;0;0;0;0;1
47643;455;5;2;52;1;20;101;Yes;0;0;0;0;1;0;0;1;0;0;15342;0;0;0;0;0;0;0;1
47651;455;6;5;12;2;36;201;Yes;0;0;0;0;0;0;0;1;0;0;14009;1;0;0;0;0;0;0;1
47672;455;7;1;32;2;36;151;Yes;0;0;0;0;1;0;0;1;1;0;13298;0;0;0;0;0;0;0;1
47673;455;8;8;22;1;46;201;Yes;0;0;0;0;1;0;0;1;1;0;26721;0;0;0;0;0;0;0;1
47737;455;9;3;15;2;56;201;Yes;0;0;0;0;1;0;0;1;1;0;46308;0;0;0;0;0;0;0;1
47747;456;1;4;19;5;100;1001;Yes;0;1;0;0;1;1;0;1;2;0;23666;1;1;0;0;0;0;0;1
47765;456;10;5;37;4;72;501;Yes;0;1;0;0;1;1;0;1;1;0;13783;1;1;0;0;0;0;0;1
47787;456;11;5;10;5;100;2001;Yes;0;1;0;0;1;1;0;1;1;0;14701;1;1;0;0;0;0;0;1
47788;456;11;5;10;5;100;2001;Yes;0;1;0;0;1;1;0;1;1;0;14701;0;1;0;0;0;0;0;1
47815;456;2;4;17;2;90;1001;Yes;0;0;0;0;0;1;0;1;0;0;14740;1;1;0;0;0;0;0;1
47829;456;3;3;17;3;82;401;Yes;0;1;0;0;1;0;0;1;1;0;9787;1;1;0;0;0;0;0;1
47839;456;4;4;42;2;70;601;Yes;0;1;0;0;1;1;0;1;1;0;13735;1;1;0;0;0;0;0;1
47853;456;5;4;17;6;100;1501;Yes;0;1;0;0;1;1;0;1;1;0;21866;1;1;0;0;0;0;0;1
47873;456;7;5;19;3;90;601;Yes;0;1;0;0;1;0;0;1;1;0;10292;1;1;0;0;0;0;0;1
47898;456;8;3;16;3;72;1001;Yes;0;1;0;0;1;1;0;1;1;0;15286;1;1;0;0;0;0;0;1
47925;457;1;6;15;2;60;801;Yes;0;1;0;0;1;0;0;1;1;0;21953;0;1;0;0;0;0;0;1
48010;457;11;5;16;3;70;601;Yes;0;1;0;0;1;1;0;1;1;0;19083;1;1;0;0;0;0;0;1
48033;457;2;5;16;2;45;601;Yes;0;1;0;0;1;0;0;1;1;0;13848;0;1;0;0;0;0;0;1
48063;457;5;4;16;2;40;301;Yes;0;1;0;0;1;0;0;1;1;0;18190;1;1;0;0;0;0;0;1
48083;457;6;7;46;2;40;501;Yes;0;1;0;0;1;0;0;1;1;0;44067;1;1;0;0;0;0;0;1
48130;457;7;4;10;3;60;601;Yes;0;1;0;0;1;1;0;1;1;1;19517;1;1;0;0;0;0;0;1
48146;457;8;4;28;3;60;451;Yes;0;1;0;0;1;0;0;1;1;0;18091;1;1;0;0;0;0;0;1
48160;457;9;5;22;3;60;1001;Yes;0;1;0;0;1;0;0;1;1;0;28202;0;1;0;0;0;0;0;1
48161;457;9;5;22;3;60;1001;Yes;0;1;0;0;1;0;0;1;1;0;28202;1;1;0;0;0;0;0;1
48162;457;9;5;22;3;60;1001;Yes;0;1;0;0;1;0;0;1;1;0;28202;0;1;0;0;0;0;0;1
48189;458;10;6;22;3;60;401;Yes;0;0;0;0;0;0;0;0;0;0;28279;0;0;0;0;0;0;0;1
48191;458;10;6;22;3;60;401;Yes;0;0;0;0;0;0;0;0;0;0;28279;1;0;0;0;0;0;0;1
48225;458;11;1;72;1;25;101;Yes;0;0;0;0;0;0;0;0;0;0;12455;0;0;0;0;0;0;0;1
48226;458;2;7;27;3;45;351;Yes;0;1;0;0;0;1;0;1;1;0;12821;1;0;0;0;0;0;0;1
48276;458;3;3;31;1;25;351;Yes;0;0;0;0;1;0;0;0;1;0;8658;1;0;0;0;0;0;0;1
48284;458;4;5;32;2;35;301;Yes;0;0;0;0;1;0;0;1;1;0;21104;0;0;0;0;0;0;0;1
48288;458;4;5;32;2;35;301;Yes;0;0;0;0;1;0;0;1;1;0;21104;1;0;0;0;0;0;0;1
48309;458;5;4;32;2;30;251;Yes;0;0;0;0;1;0;0;1;1;0;22351;0;0;0;0;0;0;0;1
48311;458;5;4;32;2;30;251;Yes;0;0;0;0;1;0;0;1;1;0;22351;0;0;0;0;0;0;0;1
48325;458;6;2;60;2;20;101;Yes;0;0;0;0;1;0;0;0;1;0;11830;0;0;0;0;0;0;0;1
