X;DistCode;SerialNum;HousMembers;Age;NumbRooms;FloorSpace;Conso;ElecYN;Loc1;Loc2;Loc3;Loc4;Loc5;Loc6;ElecCookYN;Poele;LaveLinge;Clim;LaveVaisselle;Frigo;Freezer;FrigoFreezer;Micronde;Aspirateur;FerRepasser;Antenne;TV;VideoRecord;VideoCamera;CD;Radio;PC;income
5361;263;2;3;1974;2;78;1001;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;25012,91956
5364;263;3;4;1970;4;100;851;1;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;1;0;0;2;1;0;0;0;0;24027,47053
5368;263;4;1;1962;4;80;1001;1;0;0;1;0;0;0;1;2;1;0;0;2;1;0;0;1;0;0;1;1;0;0;0;0;12700,12815
5369;263;5;1;1965;3;80;161;1;0;0;1;0;0;0;0;2;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;5244,921367
5370;263;6;3;1934;3;60;301;1;0;0;1;0;0;0;0;2;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;30689,38808
5373;263;7;2;1967;2;56;601;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;24597,95828
5375;263;8;2;1968;4;160;1701;1;0;0;1;0;0;0;0;2;1;0;0;1;1;0;0;1;0;0;2;0;0;0;0;0;10898,86433
5377;263;9;4;1965;3;80;2001;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;45962,11159
5381;264;3;1;1969;2;22;701;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;14626,26918
5382;264;4;4;1999;3;52;2001;1;0;0;1;0;0;0;1;1;1;0;1;1;1;0;1;1;1;0;2;1;1;1;1;0;70801,7985
5386;264;6;3;1960;2;22;1501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;1;1;0;1;0;1;26460,75609
5389;264;7;4;1920;2;30;701;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;18912,07474
5393;264;8;3;1967;2;22;301;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;10072,42024
5396;264;9;4;1960;3;58;2001;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;1;1;0;1;1;0;21409,68993
5400;265;1;1;1923;2;30;#VALEUR!;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3945,681928
5401;265;10;1;1930;4;62;201;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;7771,387936
5402;265;11;1;1925;3;60;241;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;9951,406712
5403;265;2;2;1920;2;30;301;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;22966,24276
5405;265;3;3;1981;3;52;1601;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;22172,52276
5408;265;4;4;1979;3;36;481;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;9874,396505
5412;265;5;5;1966;3;36;1401;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;30849,60709
5417;265;6;1;1981;2;35;801;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;6820,21812
5418;265;8;7;1960;3;38;7001;1;0;0;1;0;0;0;1;1;1;0;1;1;1;0;1;1;2;0;1;1;0;1;1;0;38044,18545
5425;265;9;1;1930;2;12;301;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;8096,064888
5426;266;1;4;1980;3;50;701;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;1;0;0;0;1;46728,02581
5430;266;10;3;1965;3;60;501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;14429,15619
5433;266;11;3;1957;5;70;1001;1;0;0;1;0;0;0;0;1;1;0;0;2;1;0;0;1;2;0;2;0;0;0;1;0;15594,79958
5436;266;2;2;1950;2;70;401;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;2;0;1;0;0;0;0;0;7596,855956
5438;266;3;4;1966;4;84;1201;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;7183,326999
5442;266;4;3;1949;3;48;1201;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;15497,96091
5445;266;5;4;1959;3;60;1601;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;6299,669693
5449;266;6;6;1960;5;70;1001;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;43300,45455
5455;266;7;6;1965;6;90;2001;1;0;0;1;0;0;0;1;2;1;0;0;1;1;0;0;0;1;0;2;0;0;0;1;0;13234,99142
5461;266;8;3;1963;3;54;1501;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;10796,27145
5464;266;9;6;1946;4;70;1201;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;7494,057831
5470;267;1;5;1994;3;88;1001;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;12606,46118
5475;267;11;1;1945;3;80;501;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;7863,592895
5476;267;2;5;1901;3;50;1201;1;0;0;1;0;0;0;0;2;1;0;0;1;1;0;0;1;0;0;2;0;0;0;1;0;29369,56651
5481;267;3;3;1947;3;105;651;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;29184,02096
5484;267;4;6;1979;3;88;601;1;0;0;1;0;0;0;0;2;0;0;0;1;1;0;0;1;0;0;2;1;0;0;1;0;34482,44489
5490;267;5;3;1981;3;80;2201;1;0;0;1;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;27210,85159
5493;267;6;5;1986;3;50;1501;1;0;0;1;0;0;0;1;2;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;29975,06784
5498;267;7;4;1930;2;46;1601;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;13460,17929
5502;267;8;3;1929;4;80;401;1;0;0;1;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;18650,91346
5505;268;1;6;1986;4;70;4801;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;17201,74962
5511;268;10;2;1970;2;32;201;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;11786,3318
5513;268;11;1;1971;2;32;501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;7375,144051
5514;268;2;6;1968;3;50;1101;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;26616,17828
5520;268;3;2;1970;2;30;401;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;9658,269366
5522;268;4;4;1970;3;55;501;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;29217,87643
5526;268;5;1;1982;2;30;701;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;10528,14969
5527;268;6;2;1935;2;18;301;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;4856,6427
5529;268;7;2;1970;1;9;401;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;5862,732062
5531;268;8;6;1970;3;50;901;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;28541,97191
5537;268;9;2;1970;3;50;401;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;13385,21433
5539;269;1;3;1964;4;70;501;1;0;0;1;0;0;0;0;1;2;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;27119,09343
5542;269;10;2;1960;2;45;901;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;5480,347205
5544;269;11;4;1972;2;50;2001;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;25850,76007
5548;269;2;3;1960;3;50;801;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;5360,390262
5551;269;3;2;1927;2;40;101;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;12104,77064
5553;269;4;4;1960;2;40;101;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;23147,90423
5557;269;5;1;1980;3;50;101;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2578,404476
5558;269;6;2;1970;3;50;301;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;8125,201783
5560;269;7;1;1939;3;55;151;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;2913,658367
5561;269;8;3;1978;4;70;1301;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;8654,853911
5564;269;9;4;1990;4;100;901;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;26289,95774
5568;27;1;4;1970;1;49;1101;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;16157,389
5572;27;10;1;1970;2;50;251;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;7232,4735
5573;27;11;2;1970;2;50;501;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;18757,61208
5575;27;2;1;1970;2;49;171;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;6906,456
5576;27;3;1;1970;2;50;351;1;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;19934,47925
5577;27;4;4;1970;3;66;1001;1;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;1;0;0;1;1;32147,37074
5581;27;5;3;1970;3;66;601;1;1;0;0;0;0;0;0;1;1;0;1;1;1;0;1;1;0;0;2;1;0;0;1;0;23199,53951
5584;27;6;4;1970;2;44;401;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;85619,24875
5588;27;7;5;1970;2;48;801;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;1;0;0;0;0;67839,77324
5593;27;8;3;1970;1;33;1501;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;32495,32025
5596;27;9;5;1970;2;50;1501;1;1;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;1;0;30525,948
5601;270;1;2;1890;2;27;2001;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;9289,825217
5603;270;10;1;1924;2;60;401;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;14232,98548
5604;270;11;1;1900;2;60;2501;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;7336,761982
5605;270;2;2;1900;1;45;501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;8005,914884
5607;270;3;2;1910;2;70;3001;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;27556,97978
5609;270;4;4;1910;3;80;2001;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;22825,22623
5613;270;5;2;1900;2;35;201;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;10635,39736
5615;270;6;2;1900;2;40;1001;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;9126,202238
5617;270;7;1;1900;1;35;151;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;4412,76584
5618;270;8;1;1978;2;82;501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;14250,70139
5619;270;9;3;1980;3;90;2501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;9424,057383
5622;271;1;3;1992;3;45;1201;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;10612,74532
5625;271;10;4;1996;4;80;2001;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;7050,374413
5629;271;11;4;1999;1;14;601;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;14166,18147
5633;271;2;3;1955;3;36;3601;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;18880,34183
5636;271;3;1;1969;2;32;401;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;5905,894301
5637;271;4;3;1983;8;110;1001;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;1;0;30565,38498
5640;271;5;3;1962;3;50;1001;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;13589,45229
5643;271;6;2;1965;3;50;501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;8203,766847
5645;271;7;4;1999;1;14;601;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;257,5444669
5649;271;8;3;1988;3;50;1201;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;35111,79839
5652;271;9;4;1999;1;14;401;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;14561,50547
5656;272;10;3;1940;4;64;501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;17865,0742
5659;272;11;4;1924;4;60;401;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;37279,71734
5663;272;2;6;1940;4;70;1001;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;33946,60846
5669;272;3;6;1973;5;80;2501;1;0;0;1;0;0;0;0;2;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;90014,71148
5675;272;5;3;1960;3;50;501;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;13179,92353
5678;272;6;5;1972;4;60;501;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;19935,71327
5683;272;9;1;1960;3;70;1001;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;10629,6021
5684;273;1;4;1995;2;75;401;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;21327,67204
5688;273;10;2;1983;2;60;121;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;14021,71197
5690;273;11;5;1958;2;60;501;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;19367,41335
5695;273;2;2;1971;3;75;831;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;22975,30992
5697;273;3;2;1947;2;60;161;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;14131,49835
5699;273;4;3;1973;2;54;591;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;32159,90899
5702;273;5;3;1984;3;50;601;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;15648,96616
5705;273;6;2;1947;2;70;1201;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;40200,17546
5707;273;7;3;1960;7;120;301;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;21713,19363
5710;273;8;5;1975;3;80;1001;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;1;1;1;48020,60344
5715;273;9;2;1960;3;80;451;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;25361,53307
5717;274;1;3;1959;7;120;801;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;1;0;20510,69996
5720;274;2;3;1965;4;64;701;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;19196,97635
5723;274;3;1;1970;3;50;251;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;4988,1957
5724;274;4;3;1966;2;20;601;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6643,508063
5727;274;5;3;1965;3;60;1001;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;13241,44244
5730;274;6;7;1975;5;120;3001;1;0;0;1;0;0;0;0;1;1;0;0;1;2;1;0;1;0;0;2;1;0;0;1;0;77125,70066
5737;274;7;3;1950;4;70;501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;8936,838331
5740;274;8;7;1982;5;80;2501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;0;0;0;0;1;25664,11638
5747;274;9;1;1979;3;55;251;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;4746,707873
5748;275;1;2;1960;2;40;101;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6026,554495
5750;275;10;3;1997;3;60;601;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;21768,97664
5753;275;11;9;1973;2;70;601;1;0;0;1;0;0;0;0;1;1;0;0;2;2;0;0;1;0;0;2;0;0;0;1;0;48033,75375
5762;275;2;4;1955;3;66;301;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;36495,62274
5766;275;3;6;1972;3;65;3001;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;35577,28865
5772;275;4;4;1984;4;100;401;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;45295,57982
5776;275;5;4;1976;4;80;401;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;20593,15486
5780;275;6;3;1969;2;80;1501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;20944,36775
5783;275;7;2;1960;3;64;301;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;23384,1636
5785;275;8;3;1977;3;60;601;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;19522,53952
5788;275;9;2;1969;2;44;301;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;19061,1967
5790;276;1;5;1962;5;150;1801;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;2;1;1;2;1;0;1;1;1;43985,34533
5795;276;10;4;1959;2;45;1201;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;1;0;1;1;0;14700,24057
5799;276;11;2;1940;2;46;501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;15788,46838
5801;276;2;2;1957;1;44;701;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;8372,711636
5803;276;3;2;1903;1;35;601;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;21478,22469
5805;276;4;1;1942;2;76;601;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;6495,404158
5806;276;5;1;1906;4;101;601;1;0;0;1;0;0;0;0;2;1;0;0;2;1;0;0;2;0;0;1;0;0;0;0;0;15472,63187
5807;276;6;2;1922;2;60;501;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;11189,95338
5809;276;7;5;1990;2;95;2171;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;2;1;0;0;1;0;22679,80164
5814;276;8;3;1964;2;45;1001;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;38802,89302
5817;276;9;1;1964;2;45;301;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;5156,457724
5818;277;1;2;1981;2;57;501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;12416,08953
5820;277;11;4;1981;2;64;901;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;19610,68285
5824;277;3;4;1981;2;46;1301;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;19859,37736
5828;277;4;3;1981;2;58;701;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;13246,5455
5831;277;6;2;1981;2;44;401;1;0;0;1;0;0;0;0;1;1;0;0;1;5;0;0;1;0;0;1;0;0;0;0;0;13470,05652
5833;277;7;2;1981;1;36;371;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;9469,164976
5835;277;8;3;1981;1;48;1501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;23812,49513
5838;277;9;2;1981;2;47;701;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;17736,95608
5840;278;1;3;1965;2;54;1051;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;8448,137069
5843;278;11;2;1970;2;54;1001;1;0;0;1;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;19949,00871
5845;278;2;2;1965;1;28;2001;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;17299,31954
5847;278;3;4;1965;2;54;1301;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;1;2;1;0;1;1;0;42100,61577
5851;278;6;3;1965;2;53;4501;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;7729,893202
5854;278;8;4;1965;2;54;1001;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;26894,34269
5858;278;9;3;1965;2;56;1301;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;1;1;0;0;2;0;0;1;1;0;26165,81865
5861;279;1;5;1950;2;40;601;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;24155,78135
5866;279;10;4;1962;2;66;1101;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;1;1;0;0;1;0;40058,46269
5870;279;11;4;1970;3;60;1001;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;16283,46516
5874;279;2;1;1968;2;32;271;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;6287,576587
5875;279;3;4;1964;4;100;1501;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;2;1;0;1;0;1;32953,14734
5879;279;4;4;1991;1;40;701;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;1;0;1;0;0;14591,468
5883;279;5;1;1984;2;60;901;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;13839,00928
5884;279;6;4;1957;2;52;601;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;19131,90505
5888;279;7;5;1950;2;38;801;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11330,71515
5893;279;8;6;1978;3;100;2001;1;0;0;1;0;0;0;0;2;2;0;3;2;0;0;0;1;0;1;2;1;0;1;0;1;56028,81559
5899;279;9;1;1960;1;40;201;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;5621,346502
5900;28;1;3;1969;3;65;581;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;2;1;0;1;0;0;6306,056981
5903;28;10;2;1969;3;64;301;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;29216,62625
5905;28;11;3;1969;1;47;601;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;46073,64625
5908;28;2;3;1969;3;64;861;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;2;1;0;0;2;0;18973,11788
5911;28;3;2;1969;1;44;501;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;24441,59375
5913;28;4;2;1969;2;46;401;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;14463,245
5915;28;5;4;1969;2;46;751;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;1;34454,67317
5919;28;6;5;1969;3;64;1001;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;35063,30025
5924;28;7;2;1969;3;64;701;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;0;0;0;0;0;18329,26933
5926;28;8;2;1969;1;30;301;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;17201,06575
5928;28;9;2;1969;2;43;801;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;25033,36175
