X;DistCode;SerialNum;HousMembers;Age;NumbRooms;FloorSpace;Conso;ElecYN;Loc1;Loc2;Loc3;Loc4;Loc5;Loc6;ElecCookYN;Poele;LaveLinge;Clim;LaveVaisselle;Frigo;Freezer;FrigoFreezer;Micronde;Aspirateur;FerRepasser;Antenne;TV;VideoRecord;VideoCamera;CD;Radio;PC;income
8020;34;7;5;1984;2;56;1001;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;46498,26438
8025;34;8;6;1984;2;56;801;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;2;1;0;1;0;1;39173,91197
8031;34;9;1;1982;2;56;301;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;9485,319673
8032;340;1;1;1972;2;20;301;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;5146,3265
8033;340;10;5;1997;2;60;181;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;20088,47925
8038;340;11;4;1950;3;60;601;1;0;0;0;1;0;0;0;2;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;26297,02157
8042;340;2;1;1947;2;35;301;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2990,90225
8043;340;3;4;1987;2;56;401;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;13653,9753
8047;340;6;2;1978;3;60;2001;1;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;9088,99275
8049;340;7;1;1974;2;15;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;4175,33575
8050;340;8;3;1975;2;55;1501;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;19776,12525
8053;340;9;4;1975;4;100;1501;1;0;0;0;1;0;0;0;2;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;38683,66244
8057;341;1;1;1981;3;56;1701;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;12639,37905
8058;341;10;7;1921;3;90;3601;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;1;0;0;0;0;56096,72038
8065;341;11;4;1985;3;88;6001;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0;1;5;1;0;0;1;0;40060,30735
8069;341;2;2;1962;3;50;401;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;17037,66563
8071;341;3;1;1968;2;64;301;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;5652,19482
8072;341;4;5;1968;3;60;401;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;24136,61755
8077;341;5;2;1979;1;28;121;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;5879,86245
8079;341;6;1;1961;4;120;1501;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;6267,197683
8080;341;7;3;1992;2;45;1301;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;9341,48175
8083;341;8;1;1967;3;70;401;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;4381,87285
8084;341;9;6;1960;3;60;1201;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;51274,1658
8090;343;1;4;1980;2;53;1501;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;1;1;1;0;0;0;1;0;22644,90415
8094;343;10;2;1982;2;60;1001;1;0;0;0;1;0;0;1;1;1;1;0;1;1;0;0;1;1;0;2;0;0;0;0;0;16200,3617
8096;343;11;5;1982;2;38;701;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;14620,84132
8101;343;2;2;1980;3;54;701;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;9904,014328
8103;343;3;1;1980;3;42;801;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;8288,3493
8104;343;5;1;1982;2;54;701;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;21594,8647
8105;343;8;4;1982;2;54;901;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;1;1;1;0;1;0;0;0;1;0;24423,07391
8109;343;9;4;1982;3;59;1201;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;26293,6536
8113;344;1;1;1978;2;50;1701;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;7278,145417
8114;344;10;2;1980;1;40;601;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;7219,76425
8116;344;11;5;1985;1;40;501;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;6126,7035
8121;344;2;5;1963;2;36;401;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;13063,7176
8126;344;3;1;1973;1;30;301;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2227,172
8127;344;4;4;1964;2;56;1101;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;15020,98223
8131;344;5;1;1997;3;70;601;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;8072,427167
8132;344;6;1;1968;2;70;301;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;4599,27325
8133;344;7;4;1987;4;120;1501;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;21094,79225
8137;344;8;3;1974;4;110;1001;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;16579,33275
8140;344;9;3;1997;1;56;801;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;5732,90395
8143;345;1;1;1983;2;60;651;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;8788,6705
8144;345;10;2;1930;3;60;501;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;6168,15575
8146;345;11;1;1925;3;70;901;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;4966,424333
8147;345;2;1;1900;3;40;1501;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;10788,86125
8148;345;3;2;1900;3;100;501;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;13995,55225
8150;345;4;2;1947;3;100;1001;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;9214,00275
8152;345;5;3;1940;2;65;1001;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;16175,80243
8155;345;6;1;1972;2;30;1001;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;6360,644
8156;345;7;3;1935;2;30;1801;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;11088,30675
8159;345;8;4;1930;3;70;2501;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;26423,89142
8163;345;9;2;1990;2;50;801;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;22596,75805
8165;346;1;4;1975;3;120;801;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;55912,13887
8169;346;10;5;1980;6;150;601;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;2;0;0;0;1;0;47387,83209
8174;346;11;6;1986;4;100;651;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;48239,49416
8180;346;2;7;1987;4;180;601;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;52712,09167
8187;346;3;6;1989;6;180;801;1;0;0;0;1;0;0;0;1;1;0;1;1;1;0;1;1;0;0;1;1;0;1;0;0;100242,9762
8193;346;4;6;1987;6;200;1001;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;1;0;0;2;1;0;0;2;0;52550,08596
8199;346;5;7;1990;6;200;1001;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;2;0;57371,11395
8206;346;6;7;1990;7;220;1001;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;1;0;1;2;1;0;0;1;0;181749,2369
8213;346;7;5;1968;3;100;601;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;57506,92125
8218;346;8;3;1972;3;120;301;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;18944,95295
8221;346;9;6;1986;6;180;701;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;56484,56348
8227;347;1;6;1980;7;160;701;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;1;0;1;1;0;21386,74433
8233;347;10;1;1970;3;70;501;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;12803,02275
8234;347;11;2;1985;4;100;601;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;30457,49375
8236;347;2;5;1978;4;120;601;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;2;0;38406,48256
8241;347;3;5;1990;6;150;901;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;77794,0911
8246;347;4;3;1980;3;100;701;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;21966,51801
8249;347;5;7;1982;6;180;751;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;35731,01269
8256;347;6;5;1980;6;170;751;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;0;0;1;0;0;53991,28514
8261;347;7;1;1980;4;120;401;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;33584,79047
8262;347;8;7;1990;7;200;701;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;1;0;0;2;0;0;0;1;0;52303,06583
8269;347;9;6;1990;6;120;701;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;2;1;0;1;0;0;55718,62163
8275;348;1;2;1975;4;100;601;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;22603,84449
8277;348;10;2;1975;3;90;451;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;18722,62179
8279;348;11;1;1970;2;40;301;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;14189,04275
8280;348;2;6;1985;4;120;601;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;19157,44881
8286;348;3;5;1980;5;150;751;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;110901,4613
8291;348;4;5;1986;6;150;651;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;2;0;0;1;1;0;56006,05302
8296;348;5;1;1980;3;100;601;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;15069,25139
8297;348;6;5;1985;4;100;601;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;2;0;0;0;1;0;41735,81462
8302;348;7;4;1989;4;120;701;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;31599,92719
8306;348;8;5;1985;4;120;601;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;43186,06937
8311;348;9;3;1986;4;120;481;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;66576,38575
8314;349;1;2;1970;3;100;501;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;18916,47102
8316;349;10;7;1985;6;220;801;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;1;2;0;0;0;1;0;116685,8217
8323;349;11;5;1989;10;300;1001;1;0;0;0;1;0;0;0;3;2;0;0;1;2;1;0;1;0;0;3;1;0;1;1;0;43096,42065
8328;349;2;8;1992;6;300;1001;1;0;0;0;1;0;0;0;2;1;1;1;0;1;2;1;1;0;1;2;1;0;2;1;0;40240,7132
8336;349;3;6;1989;5;200;701;1;0;0;0;1;0;0;0;1;1;0;0;1;2;0;0;1;0;0;3;0;0;1;1;0;41093,14953
8342;349;4;7;1991;7;280;1501;1;0;0;0;1;0;0;0;3;2;0;0;1;2;1;0;1;0;0;2;0;1;0;1;0;22020,82068
8349;349;5;2;1951;3;100;701;1;0;0;0;1;0;0;0;2;0;0;0;1;2;0;0;1;0;0;1;0;0;0;1;0;24358,38667
8351;349;6;6;1996;8;240;1501;1;0;0;0;1;0;0;0;2;1;1;1;0;1;2;0;1;0;1;2;1;1;1;1;0;129110,4663
8357;349;7;8;1996;8;300;1001;1;0;0;0;1;0;0;0;2;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;28537,9503
8365;349;8;8;1950;2;40;601;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;63509,18917
8373;349;9;2;1960;2;60;501;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;12968,95145
8375;35;1;3;1965;3;60;1201;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;33996,36481
8378;35;10;3;1950;3;70;1001;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;23402,20584
8381;35;11;1;1965;3;60;1501;1;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;22268,0948
8382;35;2;1;1947;2;32;501;1;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;9361,466122
8383;35;3;4;1968;3;60;2651;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;16341,08831
8387;35;4;5;1920;5;80;4501;1;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;52868,34496
8392;35;5;5;1965;2;60;2001;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;36987,862
8397;35;6;4;1990;5;100;1801;1;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;2;1;0;1;0;1;26911,82387
8401;35;7;3;1990;4;100;8001;1;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;18155,13203
8404;35;8;4;1996;5;90;2501;1;1;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;1;1;0;0;1;0;16469,92108
8408;35;9;3;1933;2;40;601;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;19080,43529
8411;350;1;5;1973;4;80;2001;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;83055,208
8416;350;10;2;1940;3;60;901;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;98340,40528
8418;350;11;2;1955;3;50;601;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;56577,73344
8420;350;2;2;1960;3;50;1201;1;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;1;1;0;1;1;0;0;0;0;74051,3822
8422;350;3;7;1985;4;100;4501;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;0;1;1;0;62961,57871
8429;350;4;6;1928;4;80;2501;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;91074,80814
8435;350;5;5;1980;4;100;1701;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;79100,17318
8440;350;6;2;1980;4;100;1001;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;26286,59125
8442;350;7;2;1970;4;70;501;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;1;0;1;1;1;20595,36317
8444;350;8;3;1985;5;72;3001;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;36017,87147
8447;350;9;1;1937;3;50;201;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;30131,31292
8448;351;1;3;1982;3;60;1001;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;42227,38333
8451;351;10;1;1965;2;50;151;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;20549,57478
8452;351;11;1;1950;2;50;101;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;15192,07917
8453;351;2;2;1974;3;80;701;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;53252,15235
8455;351;3;1;1980;5;120;701;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;27858,41625
8456;351;4;1;1960;2;40;201;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;18217,009
8457;351;5;2;1950;2;50;201;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;27438,12312
8459;351;6;2;1967;4;70;501;1;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;31526,92975
8461;351;7;2;1965;4;60;201;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;37407,68879
8463;351;8;1;1820;2;50;151;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17344,35874
8464;351;9;1;1950;2;40;401;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;34371,97275
8465;352;1;8;1989;7;200;701;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;2;0;145650,2666
8473;352;10;1;1980;4;100;401;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;18556,11507
8474;352;11;2;1972;4;100;601;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;15230,48597
8476;352;2;2;1988;4;120;601;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;33509,37628
8478;352;3;6;1972;5;120;651;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;30489,80296
8484;352;4;3;1960;4;100;601;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;30022,1432
8487;352;5;2;1958;3;70;601;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;38899,17694
8489;352;6;7;1980;7;200;1001;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0;1;1;1;1;1;2;0;165168,5164
8496;352;7;5;1990;4;120;751;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;52951,99514
8501;352;8;5;1986;6;180;701;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;53223,84747
8506;352;9;7;1990;7;180;751;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;1;0;44892,82936
8513;353;1;2;1979;4;80;451;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;19365,69792
8515;353;10;1;1975;4;100;101;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;12067,30125
8516;353;11;2;1980;4;80;151;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;14282,27166
8518;353;2;1;1970;3;60;401;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;15275,95267
8519;353;3;4;1985;4;100;601;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;2;0;40521,35961
8523;353;4;2;1980;5;130;601;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;28181,65629
8525;353;5;2;1980;6;120;401;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;21950,6842
8527;353;6;4;1980;6;120;701;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;24306,98697
8531;353;7;4;1990;7;130;701;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;0;0;0;1;0;37127,24364
8535;353;8;3;1980;6;120;651;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;2;0;28669,88837
8538;353;9;3;1978;6;100;601;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;18779,07672
8541;354;1;6;1950;3;87;101;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;26447,70946
8547;354;10;1;1930;2;40;151;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6450,8129
8548;354;11;4;1950;2;60;1501;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;18676,6008
8552;354;2;5;1975;4;75;301;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;38992,08274
8557;354;3;3;1950;3;70;151;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;38282,48894
8560;354;4;3;1985;5;150;601;1;0;0;0;1;0;0;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;1;0;41075,3475
8563;354;5;6;1987;6;150;301;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;65964,05925
8569;354;6;1;1950;2;60;201;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;14523,03006
8570;354;7;2;1944;2;40;151;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;17764,74961
8572;354;8;4;1950;2;60;251;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;32892,30413
8576;354;9;1;1910;2;30;151;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8899,207989
8577;355;1;2;1940;2;50;201;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;29617,04366
8579;355;10;9;1970;3;70;1501;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;1;1;1;1;0;1;0;0;88056,08016
8588;355;11;1;1950;2;60;151;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;58423,91238
8589;355;2;3;1985;8;200;3001;1;0;0;0;1;0;0;0;1;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;0;22816,41875
8592;355;3;7;1960;6;80;5001;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;97865,1306
8599;355;4;3;1970;2;30;251;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;17884,83584
8602;355;5;2;1960;2;60;151;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;24055,05029
8604;355;6;5;1975;6;180;9001;1;0;0;0;1;0;0;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;130658,9339
8609;355;7;2;1982;6;200;1501;1;0;0;0;1;0;0;0;1;1;0;1;2;2;0;0;2;0;0;1;1;0;1;0;0;259193,6827
8611;355;8;3;1960;3;70;1501;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;39081,98769
8614;356;1;6;1954;3;56;301;1;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;1;0;1;1;1;0;0;1;0;269463,5776
8620;356;10;1;1989;2;60;201;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;16099,57938
8621;356;11;4;1978;3;60;301;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;39015,93141
8625;356;2;2;1959;2;60;201;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;74597,6554
8627;356;3;3;1960;3;60;301;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;50919,61374
8630;356;4;6;1940;2;60;601;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;98769,90344
8636;356;5;4;1985;4;70;301;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;50077,72269
8640;356;6;1;1940;2;30;201;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;13124,53534
8641;356;7;1;1979;4;70;101;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0;1;1;1;0;0;1;0;98089,81854
8642;356;8;1;1985;2;30;201;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;24635,59141
8643;357;1;5;1991;4;100;801;1;0;0;0;1;0;0;0;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;1;1;55584,84875
8648;357;10;4;1982;3;84;2001;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;1;1;0;1;1;0;0;1;0;1;66991,488
8652;357;2;2;1977;3;60;401;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;22623,33
